Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"Save this listing2014 GMC Savana Cargo 2500 Extended RWD$15,800 ·$305/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $15,800 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.230,000 kmSurrey, BC (10 km)GREAT DEAL$14,842 below market(604) 256-7781Request Info","2014 GMC Savana Cargo 2500 Extended RWD - $15,800","$15,800","Surrey, BC
10 km away","230,000 kilometres",Automatic,White,285 hp 4.8L V8,Rear-Wheel Drive,Gasoline,
"Save this listing2021 INFINITI Q50 3.0t Luxe AWD$41,566 ·$802/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $41,566 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.4,801 kmLangley, BC (28 km)GREAT DEAL$6,801 below market(604) 332-7627Request Info","2021 INFINITI Q50 3.0t Luxe AWD - $41,566","$41,566","Langley, BC
28 km away","4,801 kilometres",Automatic,Gray (Graphite Shadow Met),300 hp 3L V6,All-Wheel Drive,Gasoline,"Bluetooth, Sunroof/Moonroof, Blind Spot Monitoring, Android Auto, Alloy Wheels, CarPlay"
"Save this listing2021 GMC Terrain SLE AWD$36,392 ·$702/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $36,392 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.16,040 kmSurrey, BC (16 km)GREAT DEAL$5,473 below market(604) 245-8173Request InfoAuthorized GMC Dealer","2021 GMC Terrain SLE AWD - $36,392","$36,392","Surrey, BC
16 km away","16,040 kilometres",9-Speed Automatic,,170 hp 1.5L I4,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Remote Start, Heated Seats, Android Auto, CarPlay, Multi Zone Climate Control"
"Save this listingNew Arrival2020 Kia Soul EX FWD$21,990 ·$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $21,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.15,000 kmNew Westminster, BC (6 km)GREAT DEAL$5,891 below market(604) 332-0217Request Info","2020 Kia Soul EX FWD - $21,990","$21,990","New Westminster, BC
6 km away","15,000 kilometres",Automatic,White,147 hp 2L I4,Front-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats"
"Save this listing2020 Volvo XC40 T5 R-Design AWD$49,988 ·$965/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $49,988 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.9,514 kmBurnaby, BC (4 km)GREAT DEAL$4,868 below marketRequest Info","2020 Volvo XC40 T5 R-Design AWD - $49,988","$49,988","Burnaby, BC
4 km away","9,514 kilometres",Automatic,Black,248 hp 2L I4,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels"
"Save this listing2019 GMC Acadia SLE-1 AWD$27,800 ·$537/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $27,800 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.46,998 kmBurnaby, BC (5 km)GREAT DEAL$7,620 below marketRequest Info","2019 GMC Acadia SLE-1 AWD - $27,800","$27,800","Burnaby, BC
5 km away","46,998 kilometres",Automatic,Black,193 hp 2.5L I4,Four-Wheel Drive,Gasoline,"Backup Camera, Alloy Wheels"
"Save this listing2021 Audi Q3 2.0T quattro Premium AWD$43,953 ·$848/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $43,953 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.13,138 kmNanaimo, BC (72 km)GREAT DEAL$5,017 below marketRequest InfoAuthorized Audi Dealer","2021 Audi Q3 2.0T quattro Premium AWD - $43,953","$43,953","Nanaimo, BC
72 km away","13,138 kilometres",Automatic,Navarra Blue MET,184 hp 2L I4,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heat Package, Heated Seats, Convenience Package"
"Save this listing2015 Nissan Versa Note S Plus$9,400 ·$182/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $9,400 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.36,000 kmBurnaby, BC (2 km)GREAT DEAL$3,705 below marketRequest Info","2015 Nissan Versa Note S Plus - $9,400","$9,400","Burnaby, BC
2 km away","36,000 kilometres",Automatic,Gray,109 hp 1.6L I4,Front-Wheel Drive,Gasoline,"Navigation System, Bluetooth"
"Save this listing2021 Mazda CX-5 Signature AWD$41,432 ·$800/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $41,432 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.6,433 kmSurrey, BC (27 km)GREAT DEAL$4,217 below marketRequest InfoAuthorized Mazda Dealer","2021 Mazda CX-5 Signature AWD - $41,432","$41,432","Surrey, BC
27 km away","6,433 kilometres",6-Speed Automatic,Red,250 hp 2.5L I4,All-Wheel Drive,Gasoline,
"Save this listing2017 Chevrolet Bolt EV LT FWD$26,800 ·$517/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,800 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.48,315 kmBurnaby, BC (5 km)GREAT DEAL$2,978 below market(604) 330-4087Request InfoAuthorized Chevrolet Dealer","2017 Chevrolet Bolt EV LT FWD - $26,800","$26,800","Burnaby, BC
5 km away","48,315 kilometres",1-Speed Automatic,Orange,,Front-Wheel Drive,Electric,"Bluetooth, Backup Camera, Android Auto, Alloy Wheels, CarPlay"
"Save this listing2019 BMW X1 xDrive28i AWD$32,990 ·$637/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $32,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,408 kmRichmond, BC (10 km)GREAT DEAL$5,845 below market(604) 200-2879Request Info","2019 BMW X1 xDrive28i AWD - $32,990","$32,990",,"39,408 kilometres",Automatic,Black,228 hp 2L I4,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Premium Package, Heated Seats, CarPlay, Multi Zone Climate Control"
"Save this listing2017 RAM 1500$24,800 ·$479/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $24,800 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.147,000 kmLangley City, BC (28 km)GREAT DEAL$10,583 below market(778) 764-0317Request Info","2017 RAM 1500 - $24,800","$24,800","Langley City, BC
28 km away","147,000 kilometres",Automatic,Dark Blue,395 hp 5.7L V8,,Gasoline,"Bluetooth, Alloy Wheels"
"Save this listing2016 Toyota Tacoma$32,850 ·$634/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $32,850 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.29,124 kmSurrey, BC (19 km)GREAT DEAL$6,661 below marketRequest Info","2016 Toyota Tacoma - $32,850","$32,850","Surrey, BC
19 km away","29,124 kilometres",Automatic,White,159 hp 2.7L I4,,Gasoline,
"Save this listing2021 Volvo V60 T5 AWD$58,325 ·$1,125/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $58,325 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.2,652 kmSurrey, BC (16 km)GREAT DEAL$8,084 below marketRequest InfoAuthorized Volvo Dealer","2021 Volvo V60 T5 AWD - $58,325","$58,325","Surrey, BC
16 km away","2,652 kilometres",8-Speed Automatic Overdrive,Gray (Osmium Grey),250 hp 2L I4,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Premium Package, Heated Seats, Cold Weather Package"
"Save this listing2020 Kia Rio$18,944 ·$366/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $18,944 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.9,598 kmNanaimo, BC (72 km)GREAT DEAL$3,889 below marketRequest InfoAuthorized Kia Dealer","2020 Kia Rio - $18,944","$18,944","Nanaimo, BC
72 km away","9,598 kilometres",Automatic,Red,120 hp 1.6L I4,,Gasoline,"Bluetooth, Heated Seats, Backup Camera"
"Save this listing2016 Ford Escape SE FWD$9,998 ·$193/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $9,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.221,149 kmChilliwack, BC (77 km)GREAT DEAL$5,187 below marketRequest Info","2016 Ford Escape SE FWD - $9,998","$9,998","Chilliwack, BC
77 km away","221,149 kilometres",Automatic,Gray,178 hp 1.6L I4,Front-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Alloy Wheels"
"Save this listing2021 Toyota 4Runner Venture Edition 4WD$59,985 ·$1,157/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $59,985 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.19,545 kmBurnaby, BC (4 km)GREAT DEAL$7,325 below market(604) 359-1013Request Info","2021 Toyota 4Runner Venture Edition 4WD - $59,985","$59,985","Burnaby, BC
4 km away","19,545 kilometres",Automatic,Super White,270 hp 4L V6,Four-Wheel Drive,Gasoline,Alloy Wheels
"Image Not AvailableSave this listing2022 Subaru Outback Limited XT Wagon AWD$45,038 ·$869/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $45,038 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.1,300 kmNanaimo, BC (72 km)GREAT DEAL$6,670 below marketRequest InfoAuthorized Subaru Dealer","2022 Subaru Outback Limited XT Wagon AWD - $45,038","$45,038","Nanaimo, BC
72 km away","1,300 kilometres",Automatic,ABYSS BLUE PEARL,,,,
